entity_key,pool,descriptor_name,value,unit,source_id,source_tier,scale_type,curation_status,notes
support:SiCnf,support_material_physchem,mean_atomic_number,10.0,,formula_programmatic,A,continuous,ready,Formula-weighted mean atomic number
support:SiCnf,support_material_physchem,mean_atomic_weight,20.048,g/mol,formula_programmatic,A,continuous,ready,Formula-weighted mean atomic weight
support:SiCnf,support_material_physchem,mean_pauling_electronegativity,2.225,,formula_programmatic,A,continuous,ready,Formula-weighted mean Pauling EN from periodic_table_builtin values
support:SiCnf,support_material_physchem,std_pauling_electronegativity,0.325,,formula_programmatic,A,continuous,ready,Population std dev of Pauling EN across formula unit atoms; captures ionicity
support:SiCnf,support_material_physchem,oxygen_atomic_fraction,0.0,,formula_programmatic,A,continuous,ready,Fraction of formula unit atoms that are oxygen
support:SiCnf,support_material_physchem,metal_atomic_fraction,1.0,,formula_programmatic,A,continuous,ready,Fraction of formula unit atoms on cation side (non-O non-N)
support:SiCnf,support_material_physchem,oxygen_to_metal_ratio,0.0,,formula_programmatic,A,continuous,ready,O:cation atom ratio; encodes oxidation state and coordination geometry
support:SiCnf,support_material_physchem,thermal_conductivity_W_mK,490.0,W/m/K,CRC_97,B,continuous,ready,Bulk polycrystalline reference value; actual pellet TC may be 5-50x lower
support:SiO2,support_material_physchem,formula_weight_g_mol_formula_unit,60.086,g/mol,formula_programmatic,A,continuous,ready,Computed from formula unit composition
support:SiO2,support_material_physchem,mean_atomic_number,10.0,,formula_programmatic,A,continuous,ready,Formula-weighted mean atomic number
support:SiO2,support_material_physchem,mean_atomic_weight,20.029,g/mol,formula_programmatic,A,continuous,ready,Formula-weighted mean atomic weight
support:SiO2,support_material_physchem,mean_pauling_electronegativity,2.9267,,formula_programmatic,A,continuous,ready,Formula-weighted mean Pauling EN from periodic_table_builtin values
support:SiO2,support_material_physchem,std_pauling_electronegativity,0.726,,formula_programmatic,A,continuous,ready,Population std dev of Pauling EN across formula unit atoms; captures ionicity
support:SiO2,support_material_physchem,oxygen_atomic_fraction,0.6667,,formula_programmatic,A,continuous,ready,Fraction of formula unit atoms that are oxygen
support:SiO2,support_material_physchem,metal_atomic_fraction,0.3333,,formula_programmatic,A,continuous,ready,Fraction of formula unit atoms on cation side (non-O non-N)
support:SiO2,support_material_physchem,oxygen_to_metal_ratio,2.0,,formula_programmatic,A,continuous,ready,O:cation atom ratio; encodes oxidation state and coordination geometry
support:SiO2,support_material_physchem,thermal_conductivity_W_mK,1.4,W/m/K,CRC_97,B,continuous,ready,Bulk polycrystalline reference value; actual pellet TC may be 5-50x lower
support:TiO2,support_material_physchem,formula_weight_g_mol_formula_unit,79.867,g/mol,formula_programmatic,A,continuous,ready,Computed from formula unit composition
support:TiO2,support_material_physchem,mean_atomic_number,12.667,,formula_programmatic,A,continuous,ready,Formula-weighted mean atomic number
support:TiO2,support_material_physchem,mean_atomic_weight,26.622,g/mol,formula_programmatic,A,continuous,ready,Formula-weighted mean atomic weight
support:TiO2,support_material_physchem,mean_pauling_electronegativity,2.8067,,formula_programmatic,A,continuous,ready,Formula-weighted mean Pauling EN from periodic_table_builtin values
support:TiO2,support_material_physchem,std_pauling_electronegativity,0.8957,,formula_programmatic,A,continuous,ready,Population std dev of Pauling EN across formula unit atoms; captures ionicity
support:TiO2,support_material_physchem,oxygen_atomic_fraction,0.6667,,formula_programmatic,A,continuous,ready,Fraction of formula unit atoms that are oxygen
support:TiO2,support_material_physchem,metal_atomic_fraction,0.3333,,formula_programmatic,A,continuous,ready,Fraction of formula unit atoms on cation side (non-O non-N)
support:TiO2,support_material_physchem,oxygen_to_metal_ratio,2.0,,formula_programmatic,A,continuous,ready,O:cation atom ratio; encodes oxidation state and coordination geometry
support:TiO2,support_material_physchem,thermal_conductivity_W_mK,8.4,W/m/K,CRC_97,B,continuous,ready,Bulk polycrystalline reference value; actual pellet TC may be 5-50x lower
support:ZSM5,support_material_physchem,formula_weight_g_mol_formula_unit,5766.048,g/mol,formula_programmatic,A,continuous,ready,Computed from formula unit composition
support:ZSM5,support_material_physchem,mean_atomic_number,9.993,,formula_programmatic,A,continuous,ready,Formula-weighted mean atomic number
support:ZSM5,support_material_physchem,mean_atomic_weight,20.021,g/mol,formula_programmatic,A,continuous,ready,Formula-weighted mean atomic weight
support:ZSM5,support_material_physchem,mean_pauling_electronegativity,2.9247,,formula_programmatic,A,continuous,ready,Formula-weighted mean Pauling EN from periodic_table_builtin values
support:ZSM5,support_material_physchem,std_pauling_electronegativity,0.7292,,formula_programmatic,A,continuous,ready,Population std dev of Pauling EN across formula unit atoms; captures ionicity
support:ZSM5,support_material_physchem,oxygen_atomic_fraction,0.6667,,formula_programmatic,A,continuous,ready,Fraction of formula unit atoms that are oxygen
support:ZSM5,support_material_physchem,metal_atomic_fraction,0.3333,,formula_programmatic,A,continuous,ready,Fraction of formula unit atoms on cation side (non-O non-N)
support:ZSM5,support_material_physchem,oxygen_to_metal_ratio,2.0,,formula_programmatic,A,continuous,ready,O:cation atom ratio; encodes oxidation state and coordination geometry
support:ZSM5,support_material_physchem,thermal_conductivity_W_mK,1.5,W/m/K,CRC_97,B,continuous,ready,Bulk polycrystalline reference value; actual pellet TC may be 5-50x lower
support:ZrO2,support_material_physchem,formula_weight_g_mol_formula_unit,123.224,g/mol,formula_programmatic,A,continuous,ready,Computed from formula unit composition
support:ZrO2,support_material_physchem,mean_atomic_number,18.667,,formula_programmatic,A,continuous,ready,Formula-weighted mean atomic number
support:ZrO2,support_material_physchem,mean_atomic_weight,41.075,g/mol,formula_programmatic,A,continuous,ready,Formula-weighted mean atomic weight
support:ZrO2,support_material_physchem,mean_pauling_electronegativity,2.7367,,formula_programmatic,A,continuous,ready,Formula-weighted mean Pauling EN from periodic_table_builtin values
support:ZrO2,support_material_physchem,std_pauling_electronegativity,0.9947,,formula_programmatic,A,continuous,ready,Population std dev of Pauling EN across formula unit atoms; captures ionicity
support:ZrO2,support_material_physchem,oxygen_atomic_fraction,0.6667,,formula_programmatic,A,continuous,ready,Fraction of formula unit atoms that are oxygen
support:ZrO2,support_material_physchem,metal_atomic_fraction,0.3333,,formula_programmatic,A,continuous,ready,Fraction of formula unit atoms on cation side (non-O non-N)
support:ZrO2,support_material_physchem,oxygen_to_metal_ratio,2.0,,formula_programmatic,A,continuous,ready,O:cation atom ratio; encodes oxidation state and coordination geometry
support:ZrO2,support_material_physchem,thermal_conductivity_W_mK,2.0,W/m/K,CRC_97,B,continuous,ready,Bulk polycrystalline reference value; actual pellet TC may be 5-50x lower
